isbn,title,authors,publisher,publish_date
9780140441529,Three Plays: The Wasps / The Poet and the Women / The Frogs,"Aristophanes,David B. Barrett",Penguin Books,1964-02-28
9780156027656,Four Comedies: Lysistrata / The Frogs / The Birds / Ladies' Day,"Aristophanes,Dudley Fitts",Harcourt,2003-01-06
9780674995963,Frogs/Assemblywomen/Wealth (Loeb Classical Library 180),"Aristophanes,Jeffrey Henderson",Harvard University Press,2002-05-01
49086007763,Cliffs Notes on Aristophanes' Lysistrata  The Birds  The Clouds  The Frogs,W. John Campbell,Cliffs Notes,1983-12-29
9780198721598,Aristophanes and Athens: An Introduction to the Plays,Douglas M. MacDowell,Oxford University Press,1995-10-01
9780451616227,Lysistrata,"Aristophanes,Douglass Parker",Signet,1970-02-01
9780198140818,Peace,"Aristophanes,S. Douglas Olson",Oxford University Press  USA,1999-02-25
9780872206038,Lysistrata,"Aristophanes,Sarah Ruden",Hackett Publishing Company  Inc.,2003-03-01
9780140443325,The Knights / Peace / The Birds / The Assembly Women / Wealth,"Aristophanes,Alan H. Sommerstein,David B. Barrett,David Brett",Penguin Classics,1978-07-27
9780521774338,Genres in Dialogue: Plato and the Construct of Philosophy,Andrea Wilson Nightingale,Cambridge University Press,2000-04-13
9781400032716,The Curious Incident of the Dog in the Night-Time,Mark Haddon,Vintage,2004-05-18
9780316156509,The Night Gardener,George Pelecanos,Little Brown and Company,2006-08-08
9780743482776,Twelfth Night,William Shakespeare,Simon Schuster,2004-07-01
9780743271325,Brokeback Mountain,Annie Proulx,Scribner,2005-12-02
9780142000281,Getting Things Done: The Art of Stress-Free Productivity,David    Allen,Penguin Books,2002-12-31
9781576751725,Getting Things Done When You Are Not in Charge,Geoffrey M. Bellman,Berrett-Koehler Publishers,2001-08-27
9788433924636,Formas breves,Ricardo Piglia,Anagrama,2001-06-01
9788433968777,El último lector,Ricardo Piglia,Anagrama,2009-07-15
9781862076655,Money to Burn,"Ricardo Piglia,Amanda Hopkinson",Granta UK,2004-08-01
9788433924711,Respiración artificial,Ricardo Piglia,Anagrama,2008-03-01
9788433924629,Plata quemada,Ricardo Piglia,Anagrama,2005-07-01
9780321317100,American Government: Continuity and Change  Alternate Edition,"Karen  O'Connor,Larry J. Sabato",Longman Publishing Group,2005-03-11
9780321365200,Essentials of American and Texas Government: Continuity and Change,"Karen  O'Connor,Larry J. Sabato",Longman Publishing Group,2005-07-29
9788432216428,El túnel,Ernesto Sabato,Seix Barral,2003-07-01
9781565480841,The Confessions (Works of Saint Augustine 1),"Augustine of Hippo,John E. Rotelle,Maria Boulding",New City Press,2002-12-01
9780679783190,The City of God,"Augustine of Hippo,Thomas Merton,Marcus Dods",Random House,2000-09-12
9781565481244,The Enchiridion on Faith Hope and Love (Augustine Series 1),"Augustine of Hippo,Bruce Harbert,John E. Rotelle",New City Press,1999-10-01
9780520227576,Augustine of Hippo: A Biography,Peter R.L. Brown,University of California Press,2000-11-24
9780024021502,On Christian Doctrine,"Augustine of Hippo,D.W. Robertson Jr.",Library of Liberal Arts/Bobb-Merrill (Indianapolis  IN),1958-01-11
9780872201866,Confessions  Books 1-13,"Augustine of Hippo,Peter R.L. Brown,Frank Sheed",Hackett Publ. Co Inc,1993-01-01
9780143035985,Saint Augustine,Garry Wills,Penguin Books,2005-08-30
9780192854520,Augustine: A Very Short Introduction,Henry Chadwick,Oxford University Press  USA,2001-06-07
9781565482012,On Genesis/A Refutation of the Manichees/The Unfinished Literal Meaning of Genesis (Works of St Augustine 1),"Augustine of Hippo,Boniface Ramsey,Edmund Hill",New City Press,2004-05-01
9780060934910,Kitchen Confidential: Adventures in the Culinary Underbelly,Anthony Bourdain,Ecco Press,2001-05-01
9788466308953,Confesiones de un chef,Anthony Bourdain,Santillana USA Publishing Company,2003-02-01
9780156001267,The Metamorphoses of Ovid,"Ovid,Allen Mandelbaum",Harcourt Brace,1995-04-15
9780140447897,Metamorphoses,"Ovid,David Raeburn,Denis Feeney",Penguin,2004-08-03
9780393058109,Metamorphoses,"Ovid,Bernard Knox,Charles    Martin",W. W. Norton  Company,2003-11-17
9780806128948,Ovid's Metamorphoses: Books 1-5,"Ovid,William Scovil Anderson",University of Oklahoma Press,1998-01-15
9780806114569,Ovid’s Metamorphoses: Books 6-10,"Ovid,William Scovil Anderson",University of Oklahoma Press,1978-01-15
9780814317327,Latin Via Ovid: A First Course,"Norma Goldman,Jacob E. Nyenhuis",Wayne State University Press,1982-09-01
9780674992559,The Art of Love and Other Poems,"Ovid,J.H. Mozley,G.P. Goold",Harvard University Press,1929-01-01
9780520242609,The Poems of Exile: Tristia and the Black Sea Letters,"Ovid,Peter Green",University of California Press,2005-01-18
9780674990470,Metamorphoses: Volume 2  Books IX-XV,"Ovid,Frank Justus Miller",Harvard University Press,1985-01-01
9780674990463,Metamorphoses: Volume I  Books I-VIII,"Ovid,Frank Justus Miller",Harvard University Press,1977-01-01
9780814326114,Practice! Practice!: A Latin Via Ovid Workbook,"Norma Goldman,Michael  Rossi",Wayne State University Press,1995-07-01
9780806115603,Tibullus: A Commentary,Michael C.J. Putnam,University of Oklahoma Press,1979-11-15
9780691015972,Dionysiac Poetics and Euripides' Bacchae,Charles Segal,Princeton University Press,1997-11-16
9780195143102,Antigone,"Sophocles,Reginald Gibbons,Charles Segal",Oxford University Press,2007-09-01
9780195143737,Antigone,"Sophocles,Reginald Gibbons,Charles Segal",Oxford University Press  USA,2003-06-05
9780130158857,Object-Oriented Programming in C++,"Richard Johnsonbaugh,Martin Kalin",Prentice Hall,1999-08-13
9781857150605,The Iliad,"Homer,Robert Fitzgerald",Everyman,1992-03-19
9780226301198,Love  Sex & Tragedy: How the Ancient World Shapes Our Lives,Simon Goldhill,University of Chicago Press,2005-11-01
9780521315791,Reading Greek Tragedy,Simon Goldhill,Cambridge University Press,1986-08-05
9780521011761,Who Needs Greek? Contests in the Cultural History of Hellenism,Simon Goldhill,Cambridge University Press,2002-04-04
9780521479349,Foucault's Virginity: Ancient Erotic Fiction & the History of Sexuality (Stanford Memorial Lecture),Simon Goldhill,Cambridge University Press,1995-01-26
9781585424832,2012: The Return of Quetzalcoatl,Daniel Pinchbeck,Tarcher,2006-05-04
9780767907439,Breaking Open the Head: A Psychedelic Journey Into the Heart of Contemporary Shamanism,"Daniel Pinchbeck,Lee Fukui",Three Rivers Press (CA),2003-08-12
9780743233217,Them: Adventures with Extremists,Jon Ronson,Simon  Schuster,2003-01-07
9780743270601,The Men Who Stare at Goats,Jon Ronson,Simon  Schuster,2006-04-10
9780393061314,Guns  Germs and Steel: The Fates of Human Societies,Jared Diamond,W.W. Norton,2005-07-11
9780865475090,Caught Inside: A Surfer's Year on the California Coast,Daniel Duane,North Point Press,1997-04-10
9780385486804,Into the Wild,Jon Krakauer,Anchor Books,1997-01-20
9780785268833,Wild at Heart: Discovering the Secret of a Man's Soul,John Eldredge,Thomas Nelson,2001-04-01
9780743246989,Wild Swans: Three Daughters of China,Jung Chang,Simon  Schuster,2003-08-12
9780446579674,Wild Fire (John Corey  #4),Nelson DeMille,Warner Books (NY),2006-11-06
9780515142396,Born to Be Wild,Catherine Coulter,Jove,2006-07-25
9780439227148,The Call of the Wild,"Jack London,Avi",Scholastic,2001-01-01
9780375825385,Wild About Books,"Judy Sierra,Marc Brown",Alfred A. Knopf Books for Young Readers,2004-08-10
9781591583660,In Web Design for Libraries,Charles P. Rubenstein,Libraries Unlimited,2006-12-01
9780805063899,Nickel and Dimed: On (Not) Getting by in America,Barbara Ehrenreich,Owl Books (Henry Holt),2002-05-01
9780394417752,The History of Sexuality 1: An Introduction,"Michel Foucault,Robert Hurley",Pantheon Books (NY),1978-10-01
9780140268683,The History of Sexuality  Volume 1: The Will to Knowledge,"Michel Foucault,Robert Hurley",Penguin,1998-10-29
9780140137347,The History of Sexuality  Volume 2: The Use of Pleasure,"Michel Foucault,Robert Hurley",Penguin,1998-07-30
9780140251579,The Making of Pride and Prejudice,"Sue Birtwistle,Sue Conklin,Susie Conklin",Penguin Books Ltd,1995-09-07
9780192802385,Pride and Prejudice,Jane Austen,Oxford University Press,2004-02-11
9780143036234,Pride & Prejudice,"Jane Austen,Vivien Jones",Penguin Books,2005-09-01
9780486440910,Pride and Prejudice,"Jane Austen,George Saintsbury,Hugh  Thomson",Dover Publications,2005-05-05
9781593083243,Pride and Prejudice,"Jane Austen,Carol Howard",Barnes  Noble Classics,2004-09-20
9781400032808,Under the Banner of Heaven: A Story of Violent Faith,Jon Krakauer,Anchor Books,2003-07-10
9780375752674,Iceland: Land of the Sagas,"David  Roberts,Jon Krakauer",Villard,1998-10-06
9780385494786,Into Thin Air: A Personal Account of the Mount Everest Disaster,Jon Krakauer,Anchor Books,1999-10-19
9780679783619,In the Land of White Death: An Epic Story of Survival in the Siberian Arctic,"Valerian Albanov,Jon Krakauer,David  Roberts,Alison Anderson,Валериан Альбанов",Modern Library,2001-09-04
9780374292799,The World Is Flat: A Brief History of the Twenty-first Century,Thomas L. Friedman,Farrar  Straus and Giroux (NY),2006-04-18
9788427032224,La Tierra es plana: Breve historia del mundo globalizado del siglo XXI,Thomas L. Friedman,Planeta Publishing,2006-01-01
9780898868098,The Avalanche Handbook,"David McClung,Peter Schaerer",Mountaineers Books,2006-10-12
9780590422673,Avalanche,Arthur J. Roth,Scholastic,1989-01-01
9780451529305,Little Women,Louisa May Alcott,Signet Classics,2004-04-06
9781402714580,Little Women (Little Women  #1),"Louisa May Alcott,Scott McKowen",Sterling,2004-10-01
9780439101363,Little Women,"Louisa May Alcott,Paula Danziger",Scholastic Paperbacks,2000-01-01
9780517221167,Little Women,"Louisa May Alcott,Jessie Willcox Smith,Frank T. Merrill",Gramercy Books,2002-09-03
9781931082730,Little Women  Little Men  Jo's Boys,"Louisa May Alcott,Elaine Showalter",Library of America,2005-02-17
9781904633273,Little Women,Louisa May Alcott,Collector's Library,2004-02-01
9780743487603,A Tale of Two Cities,"Charles Dickens,Keith Cox,Cynthia Brantley Johnson",Simon  Schuster,2004-05-01
9781593081386,A Tale of Two Cities,"Charles Dickens,Gillen D'Arcy Wood",Barnes & Noble Classics,2004-07-25
9781586633523,A Tale of Two Cities: Charles Dickens,SparkNotes,Spark Publishing,2002-01-10
9781593080556,A Tale of Two Cities,"Charles Dickens,Gillen D'Arcy Wood",Barnes  Noble Classics,2003-12-01
9781857151435,A Tale of Two Cities,"Charles Dickens,Simon Schama",Everyman's Library,1993-03-18
9780671792275,Den of Thieves,James B. Stewart,Simon  Schuster,1992-09-01
9781405228183,Den of Thieves (Cat Royal  #3),Julia Golding,Egmont Books Ltd,2007-01-31
9780517093399,Charles Dickens: Four Novels:  Great Expectations  Hard Times  A Christmas Carol  and A Tale of Two Cities,Charles Dickens,Gramercy,1993-10-02
9780375760051,Bleak House,"Charles Dickens,Mary Gaitskill,Hablot Knight Browne",Modern Library,2002-07-09
9780451530042,David Copperfield,"Charles Dickens,Gish Jen",Signet,2006-02-07
9780671882365,What Jane Austen Ate and Charles Dickens Knew: From Fox Hunting to Whist—the Facts of Daily Life in 19th-Century England,Daniel Pool,Touchstone,1994-04-21
9780670030774,Charles Dickens,Jane Smiley,Viking,2002-05-13
9780140436143,Martin Chuzzlewit,"Charles Dickens,Patricia Ingham,Hablot Knight Browne",Penguin Classics,1999-11-25
9780465031269,Why Is Sex Fun? The Evolution of Human Sexuality (Science Masters),Jared Diamond,Basic Books,1998-09-25
9780060183073,The Third Chimpanzee: The Evolution & Future of the Human Animal,Jared Diamond,HarperCollins Publishers,1992-01-01
9780822533894,J.K.Rowling,Colleen Sexton,Lerner Publications,2005-09-01
9780439321624,Harry Potter Schoolbooks Box Set: Two Classic Books from the Library of Hogwarts School of Witchcraft and Wizardry,J.K. Rowling,Arthur A. Levine,2001-11-01
9780826452320,J.K. Rowling's Harry Potter Novels: A Reader's Guide,Philip Nel,Bloomsbury Academic,2001-09-26
9780747584667,Harry Potter and the Half-Blood Prince (Harry Potter  #6),J.K. Rowling,Bloomsbury Publishing,2006-06-23
9780765342515,The Santaroga Barrier,Frank Herbert,Tor Books,2002-09-16
9780765342539,The Dosadi Experiment (ConSentiency Universe  #2),Frank Herbert,Tor Books,2002-09-16
9780765342522,The Eyes of Heisenberg,Frank Herbert,Tor Books,2002-09-16
9780413772787,The Birds (Methuen Drama),Sean O'Brien,Bloomsbury Methuen Drama,2002-07-22
9781420926712,The Frogs,"Aristophanes,B.B. Rogers",Digireads.com,2005-01-01
9780198144960,Lysistrata,"Aristophanes,Jeffrey Henderson",OUP Oxford,1990-06-21
9780521834346,"Myths of the Underworld Journey: Plato  Aristophanes  and the ""Orphic"" Gold Tablets",Radcliffe G. Edmonds III,Cambridge University Press,2004-11-18
9781573921336,Assembly of Women (Literary Classics),"Aristophanes,Robert Mayhew",Prometheus Books,1997-04-01
9780198145042,Comoediae 1: Acharenses/Equites/Nubes/Vespae/Pax/Aves,"Aristophanes,F.W. Hall,W.M. Geldart",Oxford University Press  USA,1922-02-22
9781853991141,Aristophanes and His Theatre of the Absurd,Paul Anthony Cartledge,Bristol Classical Press,1991-06-01
9781883011086,Later Novels and Other Writings: The Lady in the Lake / The Little Sister / The Long Goodbye / Playback / Double Indemnity (screenplay) / Selected Essays and Letters,"Raymond Chandler,Frank MacShane",Library of America,1995-10-01
9781883011079,Stories and Early Novels: Pulp Stories / The Big Sleep / Farewell  My Lovely / The High Window,"Raymond Chandler,Frank MacShane",Library of America,1995-10-01
9780375415029,The Lady in the Lake  The Little Sister  The Long Goodbye  Playback (Everyman's Library),"Raymond Chandler,Tom Hiney",Everyman's Library,2002-10-15
9780394758268,The High Window (Philip Marlowe  #3),Raymond Chandler,Vintage Crime/Black Lizard,1992-08-12
9780394757650,The Simple Art of Murder,Raymond Chandler,Vintage Crime/Black Lizard,1988-09-12
9780394758282,The Big Sleep (Philip Marlowe  #1),Raymond Chandler,Vintage Crime,1988-07-12
9780394757681,The Long Goodbye (Philip Marlowe  #6),Raymond Chandler,Vintage Crime/Black Lizard,1988-08-12
9780812970401,An Evening of Long Goodbyes,Paul Murray,Random House Trade Paperbacks,2005-09-13
9780452286870,The Long Goodbye: Memories of My Father,Patti   Davis,Plume Books,2005-10-01
9781421501567,Ghost In the Shell 2: Innocence: After the Long Goodbye,"Masaki Yamada,Yuji Oniki,Carl Gustav Horn",VIZ Media LLC,2005-10-11
9780563524748,The Long Goodbye (Philip Marlowe  #6),Raymond Chandler,BBC Worldwide,2004-09-20
9780670034727,Breaking the Spell: Religion as a Natural Phenomenon,Daniel C. Dennett,Viking Books,2006-02-24
9780684824710,Darwin's Dangerous Idea: Evolution and the Meanings of Life,Daniel C. Dennett,Simon  Schuster,1996-06-12
9780142003848,Freedom Evolves,Daniel C. Dennett,Penguin,2004-01-27
9780262540377,Brainstorms: Philosophical Essays on Mind and Psychology,Daniel C. Dennett,MIT Press,1981-07-13
9780465073511,Kinds of Minds: Towards an Understanding of Consciousness,Daniel C. Dennett,Basic Books,1997-06-12
9780387987200,Leaps of Faith: Science  Miracles & the Search for Supernatural Consolation,"Nicholas Humphrey,Daniel C. Dennett",Copernicus Books,1999-06-04
9780262540421,Elbow Room: The Varieties of Free Will Worth Wanting,Daniel C. Dennett,MIT Press,1984-11-21
9780553345841,The Mind’s I: Fantasies and Reflections on Self and Soul,"Douglas R. Hofstadter,Daniel C. Dennett",Bantam Books,1985-04-01
9780553103748,The Illustrated A Brief History of Time,Stephen Hawking,Bantam Books,1996-11-01
9780553804362,A Briefer History of Time,"Stephen Hawking,Leonard Mlodinow",Bantam,2005-09-27
9780553802023,The Universe in a Nutshell,Stephen Hawking,Bantam,2001-11-06
9780762419227,God Created the Integers: The Mathematical Breakthroughs That Changed History,Stephen Hawking,Running Press Book Publishers,2005-10-04
9780465081981,Stephen Hawking's Universe: The Cosmos Explained,"David Filkin,Stephen Hawking",Basic Books,1998-10-09
9780393324464,The Future of Spacetime,"Stephen Hawking,Kip S. Thorne,Igor Novikov,Timothy Ferris,Alan Lightman,Richard     Price",W. W. Norton  Company,2003-06-17
9780380707638,Stephen Hawking's Universe,John Boslough,Avon,1989-06-01
9780691050843,The Nature of Space and Time,"Stephen Hawking,Roger Penrose",Princeton University Press,2000-10-08
9780060977108,The Physics of Star Trek,"Lawrence M. Krauss,Stephen Hawking",ReganBooks,1996-08-16
9780713484076,Falconry & Hawking,Phillip Glasier,Batsford,2006-02-01
9780316281331,The World Treasury of Physics  Astronomy & Mathematics from Albert Einstein to Stephen W. Hawking & from Annie Dillard to John Updike,Timothy Ferris,Back Bay Books,1993-06-30
9780452282315,The Art of Nonfiction: A Guide for Writers and Readers,"Ayn Rand,Robert Mayhew,Peter   Schwartz",New American Library,2001-02-01
9780452278875,The Journals of Ayn Rand,"Ayn Rand,Leonard Peikoff,David Harriman",NAL,1999-08-01
9780451191151,The Fountainhead,"Ayn Rand,Leonard Peikoff",Signet Book,1996-09-01
9780446618762,The 36-Hour Day: A Family Guide to Caring for Persons with Alzheimer Disease  Related Dementing Illnesses  and Memory Loss in Later Life,"Nancy L. Mace,Peter V. Rabins",Grand Central Life & Style,2006-11-01
9780060793197,The 3-Hour Diet: On the Go,Jorge Cruise,William Morrow Paperbacks,2005-10-18
9781400051571,The Last Hours of Ancient Sunlight: The Fate of the World and What We Can Do Before It's Too Late,"Thom Hartmann,Joseph Chilton Pearce,Neale Donald Walsch",Broadway Books,2004-04-27
9780312425029,Specimen Days,Michael Cunningham,Picador USA,2006-04-18
9780312424084,A Home at the End of the World,Michael Cunningham,Picador,2004-07-01
9780316172325,Blink: The Power of Thinking Without Thinking,Malcolm Gladwell,Little  Brown and Company,2005-01-11
9780849945113,Blink,Ted Dekker,Thomas Nelson,2004-10-11
9780743422079,Blink-182: Tales from Beneath Your Mom,"Mark Hoppus,Anne Hoppus,Alex Gaskarth",MTV Books,2001-10-02
9780517147689,The Complete Novels,"Jane Austen,Hugh  Thomson",Gramercy Books,1995-09-03
9780452286535,The Jane Austen Book Club,Karen Joy Fowler,G.P. Putnam's Sons,2005-04-26
9780517118290,Jane Austen: The Complete Novels,Jane Austen,Gramercy Books,1994-06-01
9780192832979,Jane Austen's Letters,"Jane Austen,Deirdre Le Faye",Oxford University Press  USA,1997-04-03
9780192802637,Persuasion,"Jane Austen,James Kinsley,Anna Massey,Richard S. Hartmetz,Maurgaux Motin,Deidre Shauna Lynch",Oxford University Press,2004-03-18
9780972121798,Tea with Jane Austen,"Kim Wilson,Tom Carpenter",Jones Books,2004-09-03
9780743564366,The Old Man and the Sea,"Ernest Hemingway,Donald Sutherland",Simon  Schuster Audio,2006-05-01
9780764586606,Cliffs Notes on Hemingway's The Old Man and the Sea,"Jeanne Sallade Criswell,Gary Carey",Cliffs Notes,2000-12-05
9780679731368,Flaubert's Parrot,Julian Barnes,Vintage,1990-11-27
9780140435825,Flaubert in Egypt: A Sensibility on Tour,"Gustave Flaubert,Francis Steegmuller",Penguin Books (Penguin Classics),1996-03-30
9780192836229,A Sentimental Education,"Gustave Flaubert,Douglas Parmée",Oxford University Press,2000-05-18
9780140448009,Three Tales,"Gustave Flaubert,Roger Whitehouse,Geoffrey Wall",Penguin Classics,2005-01-27
9780140447972,Sentimental Education,"Gustave Flaubert,Robert Baldick,Geoffrey Wall",Penguin Classics,2004-02-05
9780226735191,The Family Idiot 5: Gustave Flaubert 1821-1857,"Jean-Paul Sartre,Carol Cosman",University of Chicago Press,1994-01-26
9780312422158,Middlesex,Jeffrey Eugenides,Picador USA,2003-09-16
9780743270755,Team of Rivals: The Political Genius of Abraham Lincoln,Doris Kearns Goodwin,Simon & Schuster,2006-09-26
9780743223133,John Adams,David McCullough,Simon & Schuster Paperbacks,2001-05-22
9781574671322,The John Adams Reader: Eseential Writings on an American Composer,"Thomas May,John   Adams",Amadeus,2006-06-01
9780142437117,The Letters of John and Abigail Adams,"Abigail Adams,Frank Shuffelton",Penguin Classics,2003-12-30
9780393311334,Passionate Sage: The Character and Legacy of John Adams,Joseph J. Ellis,W. W. Norton  Company,2001-02-17
9780142437780,The Portable John Adams,"John  Adams,John Patrick Diggins",Penguin Books,2004-06-29
9780764553028,Sex For Dummies,Ruth Westheimer,For Dummies,2000-12-28
9780471773863,Baby Signing For Dummies,Jennifer Watson,John Wiley & Sons,2006-10-01
9780452281325,The Feeling Good Handbook,David D. Burns,Penguin,1999-10-28
9780684842233,On Death and Dying,Elisabeth Kübler-Ross,Scribner,1997-07-02
9780684839370,Questions and Answers on Death and Dying: A Companion Volume to On Death and Dying,Elisabeth Kübler-Ross,Scribner,1997-06-09
9780072920963,The Last Dance: Encountering Death and Dying,"Lynne Ann DeSpelder,Albert Lee Strickland",McGraw-Hill Humanities/Social Sciences/Languages,2004-02-06
9780938497196,Mahatma Gandhi and His Myths: Civil Disobedience  Nonviolence  and Satyagraha in the Real World (Plus Why It's Gandhi  Not Ghandi),Mark Shepard,Simple Productions,2002-01-01
9780671708634,The Seven Habits of Highly Effective People,Stephen R. Covey,Free Press,1990-09-15
9780743250979,The 7 Habits of Highly Effective People Personal Workbook,Stephen R. Covey,Simon  Schuster,2004-01-06
9780671887179,Daily Reflections For Highly Effective People: Living the 7 Habits of Highly Successful People Every Day,Stephen R. Covey,Simon  Schuster,1994-03-21
9781932073201,Way of the Peaceful Warrior: A Book That Changes Lives,Dan Millman,HJ Kramer,2006-04-13
9780915811236,Secret of the Peaceful Warrior,"Dan Millman,Robert D. San Souci,T. Taylor Bruce",HJ Kramer,1992-12-28
9780425179611,It's Not about the Bike: My Journey Back to Life,"Lance Armstrong,Sally Jenkins",Berkley Publishing Group,2001-09-01
9780306814556,23 Days in July: Inside the Tour de France and Lance Armstrong's Record-Breaking Victory,"John Wilcockson,Graham   Watson",Da Capo Press,2005-06-15
9780671869205,Truman,David McCullough,Simon  Schuster,1993-06-14
9781400096916,The Complete Stories of Truman Capote,"Truman Capote,Reynolds Price",Vintage,2005-09-13
9780679600855,Breakfast at Tiffany's: A Short Novel and Three Stories,Truman Capote,Modern Library,1994-01-13
9780345478207,Murder at The Washington Tribune (Capital Crimes  #21),Margaret Truman,Ballantine Books,2006-10-31
9780449007389,Murder at Ford's Theatre (Capital Crimes  #19),Margaret Truman,Fawcett,2003-09-30
9780679745648,Other Voices  Other Rooms,Truman Capote,Vintage,1994-02-01
9780739333648,In Cold Blood,"Truman Capote,Scott Brick",Random House Audio,2006-01-03
9780684868769,Emergence: The Connected Lives of Ants  Brains  Cities  and Software,Steven Johnson,Scribner,2002-09-10
9780446671828,Emergence: Labeled Autistic,"Temple Grandin,Margaret M. Scariano",Grand Central Publishing,1996-09-01
9780813527406,The Emergence of Life on Earth: A Historical and Scientific Overview,Iris Fry,Rutgers University Press,2000-02-01
9780684842578,The Ghost Stories of Edith Wharton,"Edith Wharton,Laszlo Kubinyi",Scribner,1997-10-10
9780940450318,The House of Mirth / The Reef / The Custom of the Country / The Age of Innocence,"Edith Wharton,R.W.B. Lewis",Library of America,1986-05-12
9781883011949,Collected Stories  1911-1937,"Edith Wharton,Maureen Howard",Library of America,2001-01-29
9780940450530,Novellas and Other Writings: Madame de Treymes / Ethan Frome / Summer / Old New York / The Mother’s Recompense / A Backward Glance,"Edith Wharton,Cynthia Griffin Wolff",Library of America,1990-04-01
9780486420493,The House of Mirth,Edith Wharton,Dover Publications,2002-08-06
9780689304576,Below the Root,"Zilpha Keatley Snyder,Alton Raible",Atheneum Books,1975-01-01
9780440802501,The Witches of Worm,Zilpha Keatley Snyder,Dell Yearling,1991-05-01
9780307236012,The Deeper Meaning of Liff,"Douglas Adams,John Lloyd",Three Rivers Press,2005-04-19
9781597770071,Dirk Gently's Holistic Detective Agency (Dirk Gently #1),Douglas Adams,Phoenix Audio,2005-09-30
9780618056996,The Letters of J.R.R. Tolkien,"J.R.R. Tolkien,Humphrey Carpenter,Christopher Tolkien",Mariner Books,2000-06-06
9780618083558,The History of the Lord of the Rings (The History of Middle-earth #6-9),"J.R.R. Tolkien,Christopher Tolkien",Mariner Books,2000-09-01
9780395291306,The Languages of Tolkien's Middle-Earth,"Ruth S. Noel,J.R.R. Tolkien",Houghton Mifflin Company,1980-05-28
9780618574995,The Lord of the Rings- 3 volumes set (The Lord of the Rings  #1-3),J.R.R. Tolkien,Mariner Books,2005-06-01
9780618009367,Farmer Giles of Ham,"J.R.R. Tolkien,Christina Scull,Wayne G. Hammond",Houghton Mifflin Harcourt,1999-11-15
9780140272925,Tandia,Bryce Courtenay,Penguin Books Australia Ltd.,1998-08-31
9780670910618,Matthew Flinders' Cat,Bryce Courtenay,Viking,2002-12-31
9780140271577,Solomon's Song (The Potato Factory  #3),Bryce Courtenay,Penguin Books Australia Ltd.,2001-08-31
9780198111849,An Introduction to Old Norse,"E.V. Gordon,A.R. Taylor",Oxford University Press,1981-07-23
9780815319665,Cold Counsel: Women in Old Norse Literature and Myth,"Sarah M.  Anderson,Karen Swenson",Routledge,2002-12-21
9780671792763,Brave Companions: Portraits in History,David McCullough,Simon Schuster,1992-11-01
9780671447540,Mornings on Horseback: The Story of an Extraordinary Family  a Vanished Way of Life  and the Unique Child Who Became Theodore Roosevelt,David McCullough,Simon  Schuster,1982-05-12
9780684813639,John Adams,David McCullough,Simon & Schuster,2001-05-01
9780844662923,The Johnstown Flood,David McCullough,Peter Smith Publisher,1990-01-01
9780743262132,The Path Between the Seas: The Creation of the Panama Canal  1870-1914,David McCullough,Simon  Schuster,2004-06-01
9780451188458,The Bone Collector (Lincoln Rhyme  #1),Jeffery Deaver,Signet Book,1998-04-01
9780761452423,The Bone Collector's Son,Paul Yee,Two Lions,2004-01-01
9788466305136,El Coleccionista De Huesos (Lincoln Rhyme  #1),Jeffery Deaver,Punto de Lectura,2003-06-01
9789626343586,Moby Dick,"Herman Melville,William Hootkins",Naxos Audiobooks,2005-09-01
9780763630188,Moby-Dick,"Jan Needle,Patrick Benson,Herman Melville",Candlewick Press,2006-09-12
9780143058090,Moby Dick,"Herman Melville,William Hootkins",Penguin Audio,2005-06-16
9781593080181,Moby-Dick,"Herman Melville,Carl F. Hovde",Barnes  Noble Classics,2003-04-01
9780415247719,Herman Melville's Moby-Dick: A Routledge Study Guide and Sourcebook,"Michael J. Davey,Duncan Wu",Routledge,2003-09-18
9780192781536,Moby Dick: or The White Whale (Oxford Illustrated Classics),"Geraldine McCaughrean,Victor G. Ambrus,Herman Melville",Oxford University Press  USA,1998-04-16
9780919123700,Melville's Moby Dick: An American Nekyia (Studies in Jungian Psychology by Jungian Analysts),Edward F. Edinger,Inner City Books,2004-04-30
9780192741561,Moby Dick: Or  the White Whale (Oxford Illustrated Classics Series),"Geraldine McCaughrean,Victor G. Ambrus,Herman Melville",Oxford University Press  USA,1997-04-03
9780252063022,Melville and the politics of identity: From *King Lear* to *Moby-Dick*,Julian Markels,University of Illinois Press,1993-07-01
9780700607426,"Unpainted to the Last: ""Moby Dick"" and Twentieth-century American Art",Elizabeth A. Schultz,University Press of Kansas,1995-10-20
9780515139730,Double Tap (Paul Madriani  #8),Steve Martini,Jove Books,2005-12-27
9780515121490,The List,Steve Martini,Jove,1997-12-01
9780061020612,Witches Abroad (Discworld  #12; Witches #3),Terry Pratchett,HarperTorch,2002-07-30
9780812967050,The Innocents Abroad,"Mark Twain,Grover Gardner",Modern Library,2003-02-11
9781854583529,Teaching English Abroad,Susan  Griffith,Vacation Work Publications,2007-01-01
9780862921477,Theocritus: Select Poems: Select Poems,"Theocritus,Kenneth James Dover",Bristol Classical Press,1991-06-01
9780674996236,The Shield. Catalogue of Women. Other Fragments. (Hesiod II),"Hesiod,Glenn W. Most",Harvard University Press,2007-03-01
9780393977615,Death and the King's Horseman,"Wole Soyinka,Simon Gikandi",W. W. Norton & Company,2002-11-05
